CustomerID,FullName,Gender,Age,CreditScore,MonthlyIncome,Country,OrderConfirmationTime,Recency,Frequency,Monetary Value,R_rank_norm,F_rank_norm,M_rank_norm,RFM_Score,Customer Segment
1450,Jamie Rose,Male,20,673,5031,Italy,2023-05-05 18:59:00,239,3,1405,80.69,94.57,94.02,4.61,Top Customer
1451,Douglas Brown,Female,38,730,4166,India,2020-03-20 05:33:00,1381,1,35,19.4,29.18,29.01,1.38,Lost Customer
1452,Jesus Sanchez,Male,71,741,3090,India,2022-05-08 02:47:00,602,2,2600,58.43,74.05,73.62,3.57,Medium Value customer
1453,Christopher Gonzalez,Female,44,745,5391,Spain,2023-09-21 02:50:00,101,2,200,92.48,74.05,73.62,3.83,Medium Value customer
1454,Heather Johnson,Male,24,654,5740,Japan,2020-03-24 18:21:00,1376,1,75,19.49,29.18,29.01,1.38,Lost Customer
1455,Richard Oliver,Female,57,637,3650,UK,2020-03-26 02:22:00,1375,1,2400,19.58,29.18,29.01,1.38,Lost Customer
1456,Kaitlyn Stevens,Male,21,724,4730,UK,2023-11-27 09:04:00,33,3,228,97.19,94.57,94.02,4.73,Top Customer
1458,Julie Jackson,Male,42,746,5488,Canada,2022-09-22 15:19:00,464,3,890,66.0,94.57,94.02,4.5,Top Customer
1459,Pamela Gibson,Female,35,607,4308,UK,2022-03-10 17:14:00,660,2,1740,55.53,74.05,73.62,3.55,Medium Value customer
1460,Sara Stuart,Male,36,651,7311,Australia,2023-10-05 20:04:00,86,3,3178,93.38,94.57,94.02,4.7,Top Customer
1461,Benjamin Franklin,Female,64,613,5036,Australia,2020-03-28 17:00:00,1372,1,250,19.72,29.18,29.01,1.38,Lost Customer
1462,Tammy Mendoza,Male,34,655,4170,China,2020-03-29 03:54:00,1372,1,450,19.72,29.18,29.01,1.38,Lost Customer
1463,Shawn Ortiz,Female,42,663,5016,Japan,2022-07-19 02:11:00,530,2,520,62.56,74.05,73.62,3.6,Medium Value customer
1464,Bonnie Fisher,Female,33,759,5707,Italy,2023-10-22 19:18:00,69,4,3170,95.15,100.0,99.41,4.95,Top Customer
1465,Daniel Reynolds,Male,62,735,7150,China,2023-08-31 23:04:00,121,2,540,90.84,74.05,73.62,3.82,Medium Value customer
1466,Scott Cox,Male,69,659,7366,Italy,2020-04-02 21:12:00,1367,1,18,19.85,29.18,29.01,1.38,Lost Customer
1467,Michael Lopez,Female,53,757,6185,Canada,2020-04-03 23:33:00,1366,1,90,19.95,29.18,29.01,1.39,Lost Customer
1468,Christina White,Female,48,753,4769,Spain,2023-06-02 15:19:00,211,3,4215,83.59,94.57,94.02,4.63,Top Customer
1469,William Dalton,Female,59,664,4650,Italy,2020-04-05 05:45:00,1365,1,50,20.04,29.18,29.01,1.39,Lost Customer
1471,Angela Phillips,Female,54,718,7743,Italy,2020-04-15 18:18:00,1354,1,250,20.13,29.18,29.01,1.39,Lost Customer
1473,Mary Fritz,Female,44,738,4644,Italy,2022-04-18 04:50:00,622,2,1620,57.07,74.05,73.62,3.56,Medium Value customer
1474,Joyce Gomez,Male,32,678,5153,India,2023-05-31 15:09:00,213,2,370,83.23,74.05,73.62,3.76,Medium Value customer
1475,Tracy Garcia,Male,68,638,6836,UK,2020-04-19 22:52:00,1350,1,50,20.22,29.18,29.01,1.39,Lost Customer
1476,Lee Peterson,Male,47,732,7372,USA,2023-09-17 23:19:00,104,3,237,92.29,94.57,94.02,4.7,Top Customer
1477,Jessica Norris,Female,27,663,4572,Canada,2020-04-20 12:03:00,1349,1,16,20.31,29.18,29.01,1.39,Lost Customer
1478,Virginia Curtis,Female,44,706,4574,Italy,2020-04-21 20:34:00,1348,1,15,20.4,29.18,29.01,1.39,Lost Customer
1479,Jacob Sparks,Male,24,779,6915,Canada,2023-07-12 21:27:00,171,3,238,86.13,94.57,94.02,4.65,Top Customer
1480,Michael Briggs,Female,58,616,7137,India,2020-04-23 22:22:00,1346,1,90,20.49,29.18,29.01,1.39,Lost Customer
1481,Charles Mccoy,Male,68,735,6725,USA,2023-11-17 10:01:00,43,2,1980,96.65,74.05,73.62,3.86,Medium Value customer
1482,Sara Martinez,Female,47,694,6843,Italy,2022-12-17 18:37:00,378,2,4900,71.8,74.05,73.62,3.67,Medium Value customer
1483,Linda Miles,Female,66,713,3702,Italy,2020-04-25 02:16:00,1345,1,240,20.58,29.18,29.01,1.39,Lost Customer
1484,Lori Obrien,Female,61,617,7045,Italy,2020-04-25 10:16:00,1344,1,125,20.67,29.18,29.01,1.39,Lost Customer
1485,Gabrielle Doyle,Male,41,740,7329,Italy,2023-07-04 14:44:00,179,2,150,85.49,74.05,73.62,3.78,Medium Value customer
1486,Alexandria Johnston,Male,68,608,3252,Australia,2023-12-19 02:12:00,12,3,2124,99.05,94.57,94.02,4.75,Top Customer
1487,Angelica Harvey,Male,63,691,3640,Japan,2020-04-27 12:30:00,1342,1,100,20.76,29.18,29.01,1.39,Lost Customer
1488,William Huffman,Female,41,778,7612,Japan,2020-04-29 21:15:00,1340,1,30,20.9,29.18,29.01,1.39,Lost Customer
1489,Aaron Bradley,Female,21,767,4929,Canada,2022-07-25 17:15:00,523,2,53,62.87,74.05,73.62,3.61,Medium Value customer
1490,Kristine Johnson,Male,52,661,5034,Canada,2020-04-30 03:06:00,1340,1,16,20.9,29.18,29.01,1.39,Lost Customer
1491,Susan Perry,Female,19,780,7959,Spain,2022-11-10 03:49:00,416,2,540,69.58,74.05,73.62,3.66,Medium Value customer
1492,Jacob Salinas,Female,44,727,3235,Canada,2020-05-01 17:34:00,1338,1,175,21.03,29.18,29.01,1.39,Lost Customer
1493,Jessica Williams,Male,37,676,5397,USA,2022-12-16 14:47:00,379,1,500,71.67,29.18,29.01,1.77,Low Value customer
1494,Dana Schneider,Male,41,627,4622,Spain,2020-05-04 11:51:00,1335,1,100,21.17,29.18,29.01,1.39,Lost Customer
1495,Kyle Obrien,Female,56,600,7545,China,2020-05-04 14:12:00,1335,1,3000,21.17,29.18,29.01,1.39,Lost Customer
1496,William Sweeney,Male,54,700,6528,UK,2022-12-25 18:07:00,370,3,9620,72.57,94.57,94.02,4.55,Top Customer
1497,Eric Watson,Male,56,619,5313,Australia,2020-05-07 01:11:00,1333,1,400,21.31,29.18,29.01,1.4,Lost Customer
1498,Lindsay Villanueva,Male,29,610,6825,China,2020-05-07 11:58:00,1332,1,800,21.4,29.18,29.01,1.4,Lost Customer
1500,Charles Morris,Female,48,680,5841,USA,2020-05-09 05:06:00,1331,1,16,21.49,29.18,29.01,1.4,Lost Customer
1501,Jason Henderson,Female,70,763,7845,Spain,2020-05-10 18:43:00,1329,1,150,21.58,29.18,29.01,1.4,Lost Customer
1502,Edward Ibarra,Female,56,673,3089,Japan,2020-05-12 09:11:00,1327,1,180,21.76,29.18,29.01,1.4,Lost Customer
1503,Terry Stewart,Male,37,778,7246,USA,2020-05-12 20:05:00,1327,1,8,21.76,29.18,29.01,1.4,Lost Customer
1504,Juan Gray,Female,22,634,5551,Japan,2020-05-12 22:38:00,1327,1,45,21.76,29.18,29.01,1.4,Lost Customer
1506,Nicole Aguilar,Female,53,634,4083,Australia,2020-05-13 09:23:00,1326,1,48,21.94,29.18,29.01,1.4,Lost Customer
1509,Jonathan Warner,Female,39,653,5689,China,2020-05-16 21:03:00,1323,1,420,22.03,29.18,29.01,1.4,Lost Customer
1510,Jennifer Carter,Female,43,763,5060,Spain,2023-07-27 20:11:00,156,2,335,87.58,74.05,73.62,3.79,Medium Value customer
1511,Michelle Henderson,Female,21,768,3114,Japan,2020-05-18 13:11:00,1321,1,15,22.12,29.18,29.01,1.4,Lost Customer
1512,Rodney Smith,Male,35,629,5308,China,2022-08-23 05:48:00,495,2,320,64.37,74.05,73.62,3.62,Medium Value customer
1513,Melanie Parker,Female,31,632,7130,UK,2020-05-19 13:20:00,1320,1,240,22.21,29.18,29.01,1.4,Lost Customer
1514,Daniel Miller,Male,23,709,5766,India,2020-05-20 14:02:00,1319,1,240,22.3,29.18,29.01,1.4,Lost Customer
1515,Mike Rasmussen,Female,32,757,3611,Australia,2020-05-21 20:23:00,1318,1,150,22.39,29.18,29.01,1.4,Lost Customer
1516,Maria Lewis,Male,34,776,6761,USA,2023-01-06 13:22:00,358,2,555,73.66,74.05,73.62,3.69,Medium Value customer
1517,Evelyn Jones,Female,57,761,5637,India,2020-05-24 06:05:00,1316,1,40,22.48,29.18,29.01,1.4,Lost Customer
1518,Melanie Johnson,Female,25,689,7734,Canada,2023-05-02 23:50:00,242,2,2600,80.19,74.05,73.62,3.74,Medium Value customer
1519,Angela Simon,Female,39,611,5943,USA,2020-05-24 12:47:00,1315,1,70,22.57,29.18,29.01,1.4,Lost Customer
1521,Brian Martinez,Male,21,750,5617,India,2020-05-26 17:25:00,1313,1,80,22.67,29.18,29.01,1.41,Lost Customer
1522,Douglas Clark,Female,19,722,3815,Japan,2020-05-27 14:24:00,1312,1,9000,22.85,29.18,29.01,1.41,Lost Customer
1523,Brandy Howell,Female,33,675,6751,UK,2022-02-11 16:22:00,687,2,106,54.85,74.05,73.62,3.55,Medium Value customer
1524,Alyssa Williams,Male,37,759,7681,Spain,2020-05-28 06:26:00,1312,1,500,22.85,29.18,29.01,1.41,Lost Customer
1525,Cory Valdez,Female,67,682,7758,Spain,2020-05-28 07:23:00,1312,1,450,22.85,29.18,29.01,1.41,Lost Customer
1526,James Gomez,Male,39,613,4454,USA,2020-05-30 02:37:00,1310,1,80,23.03,29.18,29.01,1.41,Lost Customer
1527,Catherine Robbins,Male,43,766,5062,Canada,2020-05-31 16:46:00,1308,1,18,23.12,29.18,29.01,1.41,Lost Customer
1528,Manuel Sanders,Female,33,651,4750,India,2022-08-12 06:14:00,506,2,554,63.78,74.05,73.62,3.61,Medium Value customer
1529,Scott Reynolds,Male,36,689,7791,UK,2023-01-13 12:53:00,351,1,4500,73.89,29.18,29.01,1.79,Low Value customer
1530,Angel Pennington,Male,66,723,5953,UK,2020-06-02 20:39:00,1306,1,75,23.25,29.18,29.01,1.41,Lost Customer
1531,Mark Torres,Male,68,659,4001,China,2020-06-03 01:46:00,1306,1,270,23.25,29.18,29.01,1.41,Lost Customer
1532,Sean Hunter,Female,29,631,3106,China,2020-06-04 16:05:00,1304,1,8,23.39,29.18,29.01,1.41,Lost Customer
1533,Lonnie Odonnell,Female,33,731,5851,USA,2020-06-06 21:27:00,1302,1,280,23.48,29.18,29.01,1.41,Lost Customer
1534,Rachel Cruz,Female,64,682,7099,USA,2022-04-24 13:25:00,615,2,4875,57.43,74.05,73.62,3.57,Medium Value customer
1536,Emily Browning,Male,69,744,4260,India,2023-10-18 01:43:00,74,2,700,94.47,74.05,73.62,3.84,Medium Value customer
1537,Veronica Miller,Male,55,716,6651,Spain,2020-06-09 01:26:00,1300,1,175,23.57,29.18,29.01,1.41,Lost Customer
1538,Robert Williams,Male,59,744,6195,Japan,2020-06-09 12:59:00,1299,1,3000,23.66,29.18,29.01,1.41,Lost Customer
1539,Allison Maxwell,Male,72,760,3273,Spain,2023-04-29 22:21:00,245,2,116,80.05,74.05,73.62,3.74,Medium Value customer
1540,Christopher Jackson,Male,72,646,3535,UK,2020-06-10 12:10:00,1298,1,240,23.8,29.18,29.01,1.41,Lost Customer
1541,Melissa Anderson,Female,60,669,3335,China,2023-01-01 15:46:00,363,3,780,73.16,94.57,94.02,4.55,Top Customer
1542,Christopher Howard,Female,30,655,7566,Japan,2020-06-10 23:22:00,1298,1,72,23.8,29.18,29.01,1.41,Lost Customer
1543,Jerry Jenkins,Female,27,747,7207,India,2023-11-16 15:53:00,44,3,670,96.55,94.57,94.02,4.73,Top Customer
1544,Tiffany Mejia,Male,68,669,7463,USA,2020-06-12 06:31:00,1297,1,40,23.93,29.18,29.01,1.41,Lost Customer
1545,Jonathan Dunn,Male,58,728,5821,Australia,2023-08-10 14:35:00,142,1,540,88.98,29.18,29.01,1.9,Low Value customer
1547,Jacob Steele,Female,36,678,3748,UK,2020-06-12 20:35:00,1296,1,80,24.03,29.18,29.01,1.42,Lost Customer
1548,Vanessa Garcia,Male,28,762,7943,UK,2020-06-13 16:32:00,1295,1,400,24.25,29.18,29.01,1.42,Lost Customer
1549,Alyssa Floyd,Female,22,706,3318,Canada,2022-02-13 07:44:00,686,2,480,54.99,74.05,73.62,3.55,Medium Value customer
1550,Douglas Warner,Male,36,697,6390,USA,2023-09-15 11:38:00,106,2,3048,92.07,74.05,73.62,3.83,Medium Value customer
1551,Nicholas Wiggins,Female,54,721,6535,China,2020-06-13 22:08:00,1295,1,100,24.25,29.18,29.01,1.42,Lost Customer
1552,Ian Christian,Female,64,641,7444,Italy,2022-01-29 22:11:00,700,1,60,54.35,29.18,29.01,1.64,Low Value customer
1553,Michael Andrews,Male,21,733,6546,India,2020-06-14 03:35:00,1295,1,15,24.25,29.18,29.01,1.42,Lost Customer
1554,James Thompson,Female,53,615,3306,Australia,2020-06-14 05:08:00,1295,1,540,24.25,29.18,29.01,1.42,Lost Customer
1556,Katherine Phillips,Male,69,693,7294,Canada,2020-06-17 07:56:00,1292,1,50,24.48,29.18,29.01,1.42,Lost Customer
1557,Jessica Santiago,Male,24,723,7440,UK,2023-03-09 14:02:00,296,4,639,76.7,100.0,99.41,4.81,Top Customer
1558,James Cabrera,Male,52,690,5478,China,2020-06-20 01:54:00,1289,1,175,24.57,29.18,29.01,1.42,Lost Customer
1559,Christopher Bryan,Male,32,771,3393,Spain,2020-06-20 12:25:00,1288,1,600,24.66,29.18,29.01,1.42,Lost Customer
1560,Richard Cunningham,Male,53,725,3365,China,2022-07-08 00:47:00,541,2,7500,61.92,74.05,73.62,3.6,Medium Value customer
1561,Kendra Tate,Male,23,663,3779,Japan,2022-05-30 01:06:00,580,2,470,59.38,74.05,73.62,3.58,Medium Value customer
1562,Elizabeth Hardy,Female,29,650,5800,Spain,2020-06-22 07:09:00,1287,1,270,24.75,29.18,29.01,1.42,Lost Customer
1563,Gloria Moore,Male,70,655,5982,Italy,2020-06-23 02:56:00,1286,1,160,24.84,29.18,29.01,1.42,Lost Customer
1564,Joshua Vargas,Male,27,629,6988,UK,2020-06-25 14:48:00,1283,1,24,24.93,29.18,29.01,1.42,Lost Customer
1565,Michael Palmer,Male,19,708,7634,Spain,2023-04-19 05:24:00,256,2,130,79.24,74.05,73.62,3.73,Medium Value customer
1566,Victoria Russo,Male,33,639,5439,China,2022-12-12 01:08:00,384,2,450,71.26,74.05,73.62,3.67,Medium Value customer
1567,Krystal Burton,Male,37,735,7256,China,2020-06-30 21:16:00,1278,1,150,25.02,29.18,29.01,1.42,Lost Customer
1568,Kim Thompson,Female,66,686,3628,Italy,2022-07-01 20:13:00,547,3,1265,61.38,94.57,94.02,4.46,High Value Customer
1569,Michael Simmons,Female,68,659,6354,India,2020-07-03 16:30:00,1275,1,125,25.11,29.18,29.01,1.42,Lost Customer
1570,Andrew Evans,Male,49,742,3783,China,2021-12-30 20:14:00,730,2,1920,52.95,74.05,73.62,3.53,Medium Value customer
1571,Elizabeth Dennis,Male,58,613,3775,Australia,2022-07-20 02:57:00,529,2,1675,62.65,74.05,73.62,3.6,Medium Value customer
1572,Phillip Warren,Male,71,754,6991,India,2022-11-16 20:58:00,409,2,675,69.9,74.05,73.62,3.66,Medium Value customer
1573,Alex Tate,Female,37,765,7219,UK,2022-12-11 04:23:00,385,2,180,71.12,74.05,73.62,3.67,Medium Value customer
1574,Corey Ellis,Female,59,724,5659,Italy,2023-02-03 11:41:00,330,2,720,75.11,74.05,73.62,3.7,Medium Value customer
1575,David Moore,Male,47,686,6142,Japan,2020-07-07 23:38:00,1271,1,280,25.2,29.18,29.01,1.42,Lost Customer
1576,Stephanie Henderson,Male,56,670,5863,Italy,2022-05-02 20:35:00,607,2,65,57.84,74.05,73.62,3.57,Medium Value customer
1577,Peter Harper,Female,21,737,4730,Italy,2020-07-08 14:29:00,1270,1,1200,25.29,29.18,29.01,1.43,Lost Customer
1578,Robert Johnson,Male,19,758,5407,Spain,2022-11-28 06:59:00,398,2,310,70.22,74.05,73.62,3.66,Medium Value customer
1579,Tiffany Shields,Female,57,694,6598,China,2023-05-14 04:37:00,231,2,2075,81.46,74.05,73.62,3.75,Medium Value customer
1580,Brandon Jones,Female,40,626,7997,China,2022-05-06 01:43:00,604,2,550,58.11,74.05,73.62,3.57,Medium Value customer
1581,Latoya Orr,Female,38,695,5027,China,2023-04-21 16:22:00,253,2,5000,79.33,74.05,73.62,3.73,Medium Value customer
1582,James Villarreal,Female,66,727,4176,Spain,2020-07-12 07:17:00,1267,1,320,25.39,29.18,29.01,1.43,Lost Customer
1583,Robert Parks,Female,48,604,5024,Australia,2020-07-13 14:49:00,1265,1,2000,25.52,29.18,29.01,1.43,Lost Customer
1584,Steven Lara,Female,55,625,6753,Australia,2020-07-14 03:12:00,1265,1,1200,25.52,29.18,29.01,1.43,Lost Customer
1585,Curtis Williams,Male,26,721,6914,Italy,2020-07-14 15:42:00,1264,1,300,25.66,29.18,29.01,1.43,Lost Customer
1586,Ashley Mcmillan,Male,47,670,6578,India,2023-01-24 01:15:00,341,1,120,74.39,29.18,29.01,1.79,Low Value customer
1587,Jeffrey Cruz,Male,58,685,3746,Italy,2020-07-15 23:26:00,1263,1,72,25.75,29.18,29.01,1.43,Lost Customer
1588,Theresa Hawkins,Male,55,651,4106,Canada,2020-07-16 23:00:00,1262,1,75,25.84,29.18,29.01,1.43,Lost Customer
1589,Jesse Miller,Female,31,726,7752,Italy,2023-06-13 22:19:00,200,3,580,84.5,94.57,94.02,4.64,Top Customer
1590,James Patrick,Female,36,619,5787,USA,2023-08-31 06:59:00,122,2,2070,90.66,74.05,73.62,3.81,Medium Value customer
1591,Joseph Blair,Female,31,731,3343,USA,2023-01-16 18:57:00,348,2,180,73.98,74.05,73.62,3.69,Medium Value customer
1592,Amanda Noble,Male,56,615,3267,Canada,2023-03-23 06:48:00,283,2,5500,77.92,74.05,73.62,3.72,Medium Value customer
1594,Keith Sanchez,Male,69,768,4007,China,2022-10-21 19:22:00,435,4,753,68.22,100.0,99.41,4.74,Top Customer
1595,Robert Davis,Male,25,696,7829,Canada,2020-07-23 16:58:00,1255,1,300,25.97,29.18,29.01,1.43,Lost Customer
1596,Karen Brown,Male,35,655,7663,Canada,2020-07-24 00:03:00,1255,1,500,25.97,29.18,29.01,1.43,Lost Customer
1598,Karen Cruz,Male,36,644,5613,UK,2022-09-09 20:34:00,477,1,1500,65.37,29.18,29.01,1.73,Low Value customer
1599,Rachel Ruiz,Male,58,771,4050,Spain,2020-07-28 06:25:00,1251,1,270,26.11,29.18,29.01,1.43,Lost Customer
1600,Robert Castro,Male,63,645,6134,UK,2020-07-29 05:05:00,1250,1,210,26.2,29.18,29.01,1.43,Lost Customer
1601,Lisa Rodriguez,Female,19,758,5334,Spain,2022-09-26 04:22:00,461,2,105,66.23,74.05,73.62,3.63,Medium Value customer
1602,Robert Harper,Female,61,753,6569,Spain,2020-07-29 19:15:00,1249,1,150,26.43,29.18,29.01,1.43,Lost Customer
1603,Joshua Benton,Female,31,700,7951,Australia,2020-07-29 23:03:00,1249,1,300,26.43,29.18,29.01,1.43,Lost Customer
1604,Sherri Curtis,Female,41,616,4162,Italy,2020-07-30 01:53:00,1249,1,600,26.43,29.18,29.01,1.43,Lost Customer
1606,William Howard,Female,33,683,7477,USA,2020-07-30 07:07:00,1249,1,90,26.43,29.18,29.01,1.43,Lost Customer
1607,Betty Chambers,Male,63,648,3583,Japan,2020-07-30 14:41:00,1248,1,100,26.65,29.18,29.01,1.44,Lost Customer
1608,Todd Caldwell,Female,72,670,6252,China,2020-07-31 18:20:00,1247,1,3000,26.79,29.18,29.01,1.44,Lost Customer
1609,Jason Garcia,Female,48,762,7536,India,2020-07-31 21:53:00,1247,1,160,26.79,29.18,29.01,1.44,Lost Customer
1610,Jose Murphy,Female,35,667,3038,Italy,2022-10-01 19:59:00,455,2,175,67.09,74.05,73.62,3.64,Medium Value customer
1611,Bonnie Smith,Female,36,754,7513,USA,2020-08-02 03:53:00,1246,1,100,26.93,29.18,29.01,1.44,Lost Customer
1612,Aaron Jones,Male,55,646,3487,Spain,2020-08-04 17:07:00,1243,1,40,27.06,29.18,29.01,1.44,Lost Customer
1613,David Warren,Female,53,678,3287,Canada,2020-08-04 20:28:00,1243,1,360,27.06,29.18,29.01,1.44,Lost Customer
1614,Christina Cole,Male,25,631,6647,Canada,2020-08-05 12:23:00,1242,1,100,27.24,29.18,29.01,1.44,Lost Customer
1615,Donald Rojas,Female,63,603,4676,Canada,2022-04-19 14:36:00,620,2,555,57.21,74.05,73.62,3.56,Medium Value customer
1616,Susan Wells,Female,22,686,6060,India,2020-08-06 06:12:00,1242,1,1600,27.24,29.18,29.01,1.44,Lost Customer
1617,Miguel Barnes,Male,66,644,6267,Australia,2023-06-30 10:03:00,183,2,235,85.31,74.05,73.62,3.77,Medium Value customer
1618,Carolyn Webb,Female,70,658,4286,Italy,2020-08-08 03:26:00,1240,1,70,27.38,29.18,29.01,1.44,Lost Customer
1619,Kenneth Brown,Male,68,774,4072,Spain,2020-08-09 08:15:00,1239,1,100,27.47,29.18,29.01,1.44,Lost Customer
1620,Ann Freeman,Female,20,690,7518,USA,2023-07-16 10:04:00,167,2,1570,86.63,74.05,73.62,3.78,Medium Value customer
1621,Mary Hood,Male,43,740,6117,Italy,2020-08-09 21:13:00,1238,1,420,27.56,29.18,29.01,1.44,Lost Customer
1622,Sandra Moore,Male,44,732,7977,Italy,2020-08-10 23:04:00,1237,1,1500,27.65,29.18,29.01,1.44,Lost Customer
1623,Candice Faulkner,Female,23,703,7909,Spain,2023-06-30 07:32:00,184,3,2410,85.22,94.57,94.02,4.64,Top Customer
1624,Christine Gilmore,Male,51,757,5682,Spain,2020-08-13 15:22:00,1234,1,420,27.74,29.18,29.01,1.44,Lost Customer
1625,Joshua Lindsey,Male,25,750,7999,Italy,2020-08-14 23:50:00,1233,1,105,27.83,29.18,29.01,1.44,Lost Customer
1627,Jasmine Collins,Female,37,642,7822,USA,2023-08-24 19:49:00,128,2,600,90.03,74.05,73.62,3.81,Medium Value customer
1628,Michael Willis,Male,47,625,4495,Spain,2020-08-16 16:20:00,1231,1,500,27.92,29.18,29.01,1.44,Lost Customer
1629,Brooke Morales,Female,37,752,7118,Japan,2023-04-26 13:38:00,248,2,1700,79.87,74.05,73.62,3.73,Medium Value customer
1630,Darius Young,Female,44,773,3205,Italy,2020-08-17 21:56:00,1230,1,100,28.01,29.18,29.01,1.45,Lost Customer
1631,Joshua Clark,Female,71,676,4933,Spain,2020-08-18 19:29:00,1229,1,540,28.15,29.18,29.01,1.45,Lost Customer
1632,Charles Savage,Female,68,780,6977,UK,2020-08-18 21:04:00,1229,1,60,28.15,29.18,29.01,1.45,Lost Customer
1633,Arthur Mcmillan,Male,71,630,7370,Spain,2020-08-19 15:45:00,1228,1,200,28.29,29.18,29.01,1.45,Lost Customer
1634,Carolyn Rangel,Female,57,748,6560,China,2020-08-20 11:04:00,1227,1,140,28.42,29.18,29.01,1.45,Lost Customer
1635,Mary Hoffman,Female,59,764,7346,Japan,2023-10-17 19:05:00,74,3,1550,94.47,94.57,94.02,4.71,Top Customer
1636,Dennis Ortiz,Female,70,763,3083,China,2020-08-20 18:19:00,1227,1,240,28.42,29.18,29.01,1.45,Lost Customer
1637,Felicia Barry,Male,57,613,6532,Canada,2020-08-21 13:42:00,1226,1,500,28.56,29.18,29.01,1.45,Lost Customer
1638,Travis Larson,Male,38,714,3282,Japan,2023-09-15 23:33:00,106,2,6200,92.07,74.05,73.62,3.83,Medium Value customer
1639,Cheryl Larson,Female,59,650,7996,Canada,2020-08-23 02:40:00,1225,1,125,28.65,29.18,29.01,1.45,Lost Customer
1640,Daniel Brewer,Male,69,680,6832,UK,2020-08-25 13:31:00,1222,1,400,28.74,29.18,29.01,1.45,Lost Customer
1641,Jennifer Walker,Male,37,771,3436,Canada,2022-12-29 01:48:00,367,1,3000,72.94,29.18,29.01,1.78,Low Value customer
1642,Anna Grimes,Female,62,637,5326,Italy,2020-08-27 09:14:00,1220,1,100,28.88,29.18,29.01,1.45,Lost Customer
1643,Marcus Young,Male,31,714,7939,India,2020-08-28 06:11:00,1220,1,50,28.88,29.18,29.01,1.45,Lost Customer
1644,Michelle Hampton,Female,49,705,7432,UK,2020-08-28 15:11:00,1219,1,6000,29.06,29.18,29.01,1.45,Lost Customer
1645,Samuel Benitez,Female,36,740,4668,Australia,2020-08-29 07:11:00,1219,1,3000,29.06,29.18,29.01,1.45,Lost Customer
1646,Carl Richards,Male,22,667,6583,Spain,2020-08-31 09:06:00,1216,1,100,29.33,29.18,29.01,1.46,Lost Customer
1647,Jessica Johnson MD,Male,25,673,4938,India,2020-08-31 15:16:00,1216,1,500,29.33,29.18,29.01,1.46,Lost Customer
1648,Deanna Gonzales,Male,24,767,5928,Italy,2020-09-01 02:29:00,1216,1,150,29.33,29.18,29.01,1.46,Lost Customer
1649,Sarah Wright,Female,58,643,3808,Australia,2020-09-01 05:13:00,1216,1,70,29.33,29.18,29.01,1.46,Lost Customer
1650,Keith Scott,Female,55,762,7695,Australia,2020-09-01 18:44:00,1215,1,360,29.6,29.18,29.01,1.46,Lost Customer
1651,Cynthia Smith,Female,29,684,4729,USA,2020-09-01 23:02:00,1215,1,200,29.6,29.18,29.01,1.46,Lost Customer
1652,Vincent Hobbs,Male,36,623,6092,Canada,2023-10-21 11:10:00,70,2,375,94.97,74.05,73.62,3.85,Medium Value customer
1654,Jeffery Vaughn,Female,25,650,6818,UK,2023-11-27 02:51:00,34,2,43,97.05,74.05,73.62,3.86,Medium Value customer
1655,Eric Shepherd,Male,21,665,3192,UK,2023-06-01 21:29:00,212,2,5300,83.41,74.05,73.62,3.76,Medium Value customer
1656,Julie Wilson,Female,25,621,5092,India,2020-09-05 22:57:00,1211,1,120,29.74,29.18,29.01,1.46,Lost Customer
1657,Angela Baldwin,Male,44,641,3251,Australia,2020-09-08 05:32:00,1209,1,40,29.83,29.18,29.01,1.46,Lost Customer
1658,Kelly Goodwin,Female,71,776,7517,Spain,2020-09-09 15:52:00,1207,1,35,29.96,29.18,29.01,1.46,Lost Customer
1659,Christopher Perez DDS,Male,18,637,5108,India,2020-09-10 03:18:00,1207,1,90,29.96,29.18,29.01,1.46,Lost Customer
1660,Linda Roberts DVM,Female,71,610,5216,USA,2023-10-05 00:58:00,87,2,1705,93.25,74.05,73.62,3.83,Medium Value customer
1661,Gregory Navarro,Female,43,749,6970,Japan,2020-09-10 11:01:00,1206,1,54,30.1,29.18,29.01,1.46,Lost Customer
1662,Barbara Trujillo,Male,71,673,4336,UK,2022-09-02 00:37:00,485,2,870,65.1,74.05,73.62,3.62,Medium Value customer
1663,Daniel Ray,Female,41,747,6170,Canada,2020-09-11 16:26:00,1205,1,200,30.19,29.18,29.01,1.46,Lost Customer
1664,Jonathan Myers,Male,21,742,5855,India,2022-05-26 15:56:00,583,2,300,59.11,74.05,73.62,3.58,Medium Value customer
1665,Nichole Robinson,Female,37,732,3001,China,2022-03-17 02:53:00,654,2,3350,55.76,74.05,73.62,3.55,Medium Value customer
1666,Dawn Singleton,Female,39,753,5893,Spain,2020-09-14 19:09:00,1202,1,420,30.28,29.18,29.01,1.46,Lost Customer
1667,Angela Kim,Male,56,650,5154,Japan,2023-06-08 01:43:00,206,2,690,84.13,74.05,73.62,3.77,Medium Value customer
1668,April Collins,Male,41,716,3569,India,2020-09-18 10:15:00,1198,1,40,30.37,29.18,29.01,1.46,Lost Customer
1669,Kenneth Massey,Female,60,759,5206,Canada,2020-09-20 23:40:00,1196,1,90,30.46,29.18,29.01,1.46,Lost Customer
